"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"13-May-2024","EQ","1,689.85","1,714.90","1,675.60","1,686.75","1,705.25","1,702.40","1,698.35","1,714.90","1,232.85","15,39,023","2,61,38,05,540.50","71,371"
"10-May-2024","EQ","1,675.00","1,695.00","1,661.20","1,673.55","1,689.85","1,686.75","1,686.99","1,706.85","1,227.50","8,02,843","1,35,43,87,107.25","33,323"
"09-May-2024","EQ","1,692.00","1,705.00","1,665.75","1,691.15","1,668.35","1,673.55","1,684.02","1,706.85","1,227.50","13,04,325","2,19,65,11,264.30","41,693"
"08-May-2024","EQ","1,670.95","1,699.00","1,656.20","1,672.95","1,692.00","1,691.15","1,689.06","1,706.85","1,227.50","14,20,666","2,39,95,94,157.50","55,858"
"07-May-2024","EQ","1,678.00","1,703.00","1,662.00","1,675.20","1,671.05","1,672.95","1,681.13","1,706.85","1,227.50","17,02,335","2,86,18,45,946.25","71,593"
"06-May-2024","EQ","1,669.95","1,694.00","1,666.70","1,663.55","1,675.00","1,675.20","1,682.14","1,706.85","1,227.50","13,72,662","2,30,90,10,321.70","55,658"
"03-May-2024","EQ","1,678.05","1,699.75","1,648.55","1,667.65","1,670.00","1,663.55","1,673.16","1,706.85","1,211.85","17,70,873","2,96,29,46,439.40","81,907"
"02-May-2024","EQ","1,686.00","1,706.85","1,650.05","1,664.00","1,667.00","1,667.65","1,677.35","1,706.85","1,211.85","29,85,962","5,00,84,96,843.55","1,19,865"
"30-Apr-2024","EQ","1,625.50","1,688.00","1,625.50","1,644.45","1,666.15","1,664.00","1,672.59","1,688.00","1,211.85","25,11,176","4,20,01,72,206.80","76,393"
"29-Apr-2024","EQ","1,656.50","1,660.50","1,631.45","1,640.05","1,640.95","1,644.45","1,645.59","1,660.50","1,211.85","11,15,405","1,83,55,00,901.35","53,175"
"26-Apr-2024","EQ","1,568.70","1,652.70","1,568.25","1,560.60","1,643.10","1,640.05","1,624.33","1,652.70","1,193.20","41,66,048","6,76,70,23,831.80","1,42,865"
"25-Apr-2024","EQ","1,569.00","1,574.90","1,553.20","1,568.10","1,557.60","1,560.60","1,560.41","1,591.35","1,193.20","10,76,657","1,68,00,31,275.80","33,579"
"24-Apr-2024","EQ","1,547.95","1,578.90","1,547.90","1,547.95","1,569.00","1,568.10","1,567.11","1,591.35","1,193.20","12,14,213","1,90,28,07,301.80","68,582"
"23-Apr-2024","EQ","1,553.85","1,561.80","1,540.00","1,550.75","1,547.00","1,547.95","1,551.14","1,591.35","1,193.20","9,66,466","1,49,91,21,272.05","47,400"
"22-Apr-2024","EQ","1,517.05","1,563.60","1,507.00","1,501.70","1,550.00","1,550.75","1,542.34","1,591.35","1,193.20","15,67,505","2,41,76,20,637.35","63,091"
"19-Apr-2024","EQ","1,472.25","1,516.20","1,453.95","1,493.70","1,496.15","1,501.70","1,489.64","1,591.35","1,175.70","6,28,014","93,55,13,579.30","44,101"
"18-Apr-2024","EQ","1,500.00","1,530.00","1,485.95","1,482.00","1,501.00","1,493.70","1,509.16","1,591.35","1,175.70","11,82,191","1,78,41,11,799.45","59,715"
"16-Apr-2024","EQ","1,497.00","1,506.00","1,473.45","1,501.60","1,487.50","1,482.00","1,488.54","1,591.35","1,175.70","15,21,805","2,26,52,71,124.40","48,263"
"15-Apr-2024","EQ","1,490.00","1,519.00","1,476.00","1,510.65","1,504.30","1,501.60","1,504.08","1,591.35","1,175.70","9,00,584","1,35,45,48,627.60","49,821"
"12-Apr-2024","EQ","1,500.60","1,537.55","1,488.35","1,501.30","1,509.60","1,510.65","1,517.54","1,591.35","1,158.15","14,66,807","2,22,59,35,102.05","57,101"
"10-Apr-2024","EQ","1,516.00","1,520.00","1,495.50","1,512.70","1,497.00","1,501.30","1,508.73","1,591.35","1,158.15","13,84,698","2,08,91,31,783.25","33,799"
"09-Apr-2024","EQ","1,534.00","1,537.20","1,506.90","1,530.15","1,514.00","1,512.70","1,521.80","1,591.35","1,158.15","10,62,855","1,61,74,55,143.00","28,526"
"08-Apr-2024","EQ","1,563.00","1,582.00","1,525.95","1,550.10","1,533.90","1,530.15","1,558.26","1,591.35","1,158.15","18,51,259","2,88,47,40,072.55","84,687"
"05-Apr-2024","EQ","1,539.00","1,553.00","1,532.35","1,538.75","1,552.00","1,550.10","1,542.84","1,591.35","1,158.15","7,86,786","1,21,38,82,964.10","30,764"
"04-Apr-2024","EQ","1,559.90","1,559.95","1,532.60","1,550.55","1,541.90","1,538.75","1,542.75","1,591.35","1,158.15","7,97,587","1,23,04,74,788.40","33,356"
"03-Apr-2024","EQ","1,550.00","1,561.90","1,522.00","1,544.15","1,548.15","1,550.55","1,548.37","1,591.35","1,158.15","11,32,164","1,75,30,08,090.00","48,499"
"02-Apr-2024","EQ","1,520.05","1,558.20","1,516.75","1,514.45","1,545.10","1,544.15","1,545.53","1,591.35","1,158.15","31,36,602","4,84,77,02,316.85","88,261"
"01-Apr-2024","EQ","1,529.00","1,539.00","1,510.75","1,515.00","1,515.00","1,514.45","1,523.48","1,591.35","1,158.15","11,11,418","1,69,32,23,617.80","40,460"
"28-Mar-2024","EQ","1,488.40","1,525.00","1,480.60","1,488.40","1,525.00","1,515.00","1,507.43","1,591.35","1,131.80","9,24,279","1,39,32,81,689.65","42,132"
"27-Mar-2024","EQ","1,488.10","1,505.00","1,479.40","1,487.55","1,490.00","1,488.40","1,489.35","1,591.35","1,131.80","9,73,040","1,44,91,97,881.15","65,324"
"26-Mar-2024","EQ","1,450.00","1,495.95","1,449.00","1,469.25","1,495.65","1,487.55","1,474.46","1,591.35","1,131.80","7,64,041","1,12,65,46,736.40","33,351"
"22-Mar-2024","EQ","1,485.00","1,494.70","1,465.05","1,485.05","1,473.00","1,469.25","1,478.32","1,591.35","1,131.80","4,16,340","61,54,83,559.40","27,327"
"21-Mar-2024","EQ","1,467.50","1,491.55","1,465.40","1,461.20","1,483.05","1,485.05","1,479.24","1,591.35","1,131.80","4,34,617","64,29,00,875.25","22,608"
"20-Mar-2024","EQ","1,460.00","1,465.95","1,435.05","1,457.25","1,461.85","1,461.20","1,452.17","1,591.35","1,131.80","4,87,253","70,75,74,858.50","28,848"
"19-Mar-2024","EQ","1,500.00","1,500.00","1,450.00","1,501.65","1,452.75","1,457.25","1,467.39","1,591.35","1,131.80","5,63,152","82,63,62,715.85","30,528"
"18-Mar-2024","EQ","1,482.35","1,505.60","1,470.80","1,482.30","1,500.90","1,501.65","1,490.62","1,591.35","1,131.80","3,92,071","58,44,30,630.00","26,506"
"15-Mar-2024","EQ","1,514.85","1,520.30","1,476.05","1,516.95","1,487.00","1,482.30","1,489.75","1,591.35","1,131.80","10,50,296","1,56,46,74,378.00","43,189"
"14-Mar-2024","EQ","1,474.05","1,524.70","1,458.05","1,474.05","1,505.00","1,516.95","1,501.20","1,591.35","1,131.80","8,48,225","1,27,33,59,132.05","30,945"
"13-Mar-2024","EQ","1,508.05","1,544.15","1,464.05","1,502.00","1,470.05","1,474.05","1,507.94","1,591.35","1,131.80","16,11,966","2,43,07,44,239.05","72,057"
"12-Mar-2024","EQ","1,537.00","1,550.00","1,498.65","1,542.45","1,503.05","1,502.00","1,522.59","1,591.35","1,131.80","5,65,010","86,02,79,067.05","35,763"
"11-Mar-2024","EQ","1,543.15","1,561.35","1,533.15","1,543.15","1,543.00","1,542.45","1,546.96","1,591.35","1,131.80","7,66,416","1,18,56,15,434.20","52,705"
"07-Mar-2024","EQ","1,518.00","1,562.80","1,515.05","1,517.70","1,543.00","1,543.15","1,546.64","1,591.35","1,131.80","14,62,696","2,26,22,70,930.25","75,744"
"06-Mar-2024","EQ","1,570.00","1,571.00","1,508.00","1,540.15","1,521.65","1,517.70","1,530.16","1,591.35","1,131.80","16,60,233","2,54,04,21,969.95","81,681"
"05-Mar-2024","EQ","1,558.00","1,558.00","1,526.00","1,553.95","1,542.00","1,540.15","1,540.08","1,591.35","1,131.80","12,43,789","1,91,55,39,542.75","45,436"
"04-Mar-2024","EQ","1,588.00","1,588.00","1,532.00","1,576.45","1,555.00","1,553.95","1,553.12","1,591.35","1,131.80","13,90,941","2,16,03,00,686.20","56,425"
"02-Mar-2024","EQ","1,517.60","1,591.35","1,517.60","1,515.60","1,576.00","1,576.45","1,575.90","1,591.35","1,131.80","3,59,846","56,70,80,332.80","16,555"
"01-Mar-2024","EQ","1,528.95","1,536.20","1,506.00","1,531.35","1,517.55","1,515.60","1,517.78","1,550.00","1,131.80","8,02,788","1,21,84,59,544.15","37,204"
"29-Feb-2024","EQ","1,532.05","1,540.35","1,511.00","1,534.35","1,530.00","1,531.35","1,525.28","1,550.00","1,131.80","12,53,651","1,91,21,62,807.80","57,694"
"28-Feb-2024","EQ","1,479.00","1,550.00","1,471.20","1,469.15","1,528.00","1,534.35","1,523.38","1,550.00","1,131.80","62,73,879","9,55,74,82,048.10","1,83,719"
"27-Feb-2024","EQ","1,438.60","1,482.00","1,433.00","1,424.05","1,471.20","1,469.15","1,464.99","1,482.00","1,131.80","28,67,826","4,20,13,30,682.05","1,23,712"
"26-Feb-2024","EQ","1,424.00","1,430.00","1,413.30","1,429.50","1,420.00","1,424.05","1,422.48","1,472.00","1,131.80","3,63,708","51,73,68,827.05","31,068"
"23-Feb-2024","EQ","1,431.00","1,438.80","1,422.40","1,431.95","1,424.00","1,429.50","1,428.98","1,472.00","1,131.80","5,42,609","77,53,76,544.65","19,985"
"22-Feb-2024","EQ","1,423.85","1,438.00","1,415.00","1,414.85","1,427.15","1,431.95","1,425.56","1,472.00","1,131.80","15,07,612","2,14,91,95,410.70","34,263"
"21-Feb-2024","EQ","1,407.00","1,419.70","1,397.10","1,395.20","1,419.00","1,414.85","1,409.52","1,472.00","1,131.80","4,54,441","64,05,44,517.00","22,949"
"20-Feb-2024","EQ","1,409.35","1,414.40","1,392.05","1,410.55","1,394.00","1,395.20","1,402.91","1,472.00","1,131.80","5,42,689","76,13,46,139.55","39,429"
"19-Feb-2024","EQ","1,401.05","1,422.50","1,392.60","1,399.10","1,410.65","1,410.55","1,403.60","1,472.00","1,131.80","14,12,922","1,98,31,76,088.20","31,972"
"16-Feb-2024","EQ","1,387.00","1,401.00","1,378.40","1,380.65","1,400.00","1,399.10","1,393.80","1,472.00","1,131.80","4,58,522","63,90,86,650.95","27,501"
"15-Feb-2024","EQ","1,387.50","1,391.30","1,376.00","1,380.75","1,379.00","1,380.65","1,382.86","1,472.00","1,131.80","2,50,907","34,69,69,603.85","17,158"
"14-Feb-2024","EQ","1,362.65","1,388.95","1,354.90","1,362.65","1,382.00","1,380.75","1,377.09","1,472.00","1,131.80","9,18,064","1,26,42,57,626.50","44,466"
"13-Feb-2024","EQ","1,332.90","1,366.40","1,315.05","1,333.10","1,362.00","1,362.65","1,335.52","1,472.00","1,131.80","10,32,576","1,37,90,20,775.35","25,813"
"12-Feb-2024","EQ","1,345.00","1,354.00","1,328.05","1,346.90","1,337.00","1,333.10","1,338.31","1,472.00","1,131.80","9,02,739","1,20,81,41,237.90","26,407"
"09-Feb-2024","EQ","1,340.00","1,354.90","1,326.65","1,349.35","1,350.00","1,346.90","1,343.41","1,472.00","1,131.80","9,41,809","1,26,52,37,300.85","42,384"
"08-Feb-2024","EQ","1,351.50","1,354.35","1,333.60","1,351.35","1,350.00","1,349.35","1,347.36","1,472.00","1,131.80","7,93,521","1,06,91,54,742.95","45,324"
"07-Feb-2024","EQ","1,350.00","1,356.00","1,338.15","1,345.00","1,351.00","1,351.35","1,348.91","1,472.00","1,131.80","4,16,325","56,15,85,604.55","32,266"
"06-Feb-2024","EQ","1,340.00","1,349.80","1,334.05","1,339.75","1,345.00","1,345.00","1,344.75","1,472.00","1,131.80","4,36,681","58,72,28,828.05","27,435"
"05-Feb-2024","EQ","1,350.00","1,357.80","1,334.65","1,341.30","1,336.40","1,339.75","1,347.49","1,472.00","1,131.80","16,59,511","2,23,61,67,282.30","43,488"
"02-Feb-2024","EQ","1,325.00","1,343.75","1,308.20","1,314.60","1,342.00","1,341.30","1,330.97","1,472.00","1,131.80","10,97,984","1,46,13,84,067.60","41,000"
"01-Feb-2024","EQ","1,301.90","1,317.90","1,292.90","1,294.40","1,313.00","1,314.60","1,307.38","1,472.00","1,131.80","7,59,546","99,30,16,937.05","42,191"
"31-Jan-2024","EQ","1,296.05","1,302.60","1,287.45","1,295.10","1,296.40","1,294.40","1,293.62","1,472.00","1,131.80","8,24,629","1,06,67,58,664.25","42,592"
"30-Jan-2024","EQ","1,328.00","1,328.00","1,290.40","1,317.90","1,292.00","1,295.10","1,305.28","1,472.00","1,131.80","7,02,512","91,69,76,780.55","27,206"
"29-Jan-2024","EQ","1,290.35","1,322.75","1,289.85","1,290.35","1,317.00","1,317.90","1,308.38","1,472.00","1,131.80","11,95,162","1,56,37,25,310.05","24,677"
"25-Jan-2024","EQ","1,311.90","1,311.90","1,283.10","1,305.60","1,291.20","1,290.35","1,290.24","1,472.00","1,131.80","4,70,783","60,74,24,099.70","23,575"
"24-Jan-2024","EQ","1,299.00","1,323.15","1,280.00","1,313.15","1,308.95","1,305.60","1,303.28","1,472.00","1,131.80","11,22,451","1,46,28,64,721.70","45,872"
"23-Jan-2024","EQ","1,370.05","1,374.90","1,300.55","1,375.60","1,317.95","1,313.15","1,328.30","1,472.00","1,131.80","12,86,175","1,70,84,23,618.95","73,791"
"20-Jan-2024","EQ","1,388.45","1,393.90","1,370.00","1,381.95","1,370.00","1,375.60","1,381.16","1,472.00","1,131.80","1,50,156","20,73,89,901.20","10,999"
"19-Jan-2024","EQ","1,410.00","1,419.00","1,370.65","1,400.30","1,380.45","1,381.95","1,387.48","1,472.00","1,131.80","6,51,609","90,40,94,460.95","43,781"
"18-Jan-2024","EQ","1,424.55","1,433.95","1,394.00","1,431.35","1,399.00","1,400.30","1,408.89","1,472.00","1,131.80","6,03,033","84,96,04,624.05","29,343"
"17-Jan-2024","EQ","1,427.85","1,444.20","1,413.15","1,430.20","1,433.55","1,431.35","1,432.10","1,472.00","1,131.80","10,89,285","1,55,99,60,188.90","39,010"
"16-Jan-2024","EQ","1,440.50","1,443.00","1,425.90","1,440.55","1,431.00","1,430.20","1,432.15","1,472.00","1,131.80","6,27,295","89,83,82,294.40","34,539"
"15-Jan-2024","EQ","1,435.00","1,447.00","1,423.00","1,432.05","1,441.45","1,440.55","1,438.83","1,472.00","1,131.80","5,92,597","85,26,45,757.00","28,625"
"12-Jan-2024","EQ","1,447.15","1,447.15","1,420.10","1,430.10","1,432.50","1,432.05","1,431.40","1,472.00","1,131.80","5,85,322","83,78,28,370.90","30,505"
"11-Jan-2024","EQ","1,403.00","1,472.00","1,399.20","1,390.70","1,430.00","1,430.10","1,436.96","1,472.00","1,131.80","38,86,984","5,58,54,46,937.40","1,18,244"
"10-Jan-2024","EQ","1,377.10","1,394.05","1,365.40","1,379.65","1,394.00","1,390.70","1,379.55","1,465.85","1,131.80","13,53,774","1,86,75,93,338.90","36,317"
"09-Jan-2024","EQ","1,380.05","1,395.70","1,375.60","1,375.60","1,377.25","1,379.65","1,384.65","1,465.85","1,131.80","4,54,465","62,92,75,502.50","23,407"
"08-Jan-2024","EQ","1,405.45","1,405.45","1,372.25","1,405.50","1,374.00","1,375.60","1,389.72","1,465.85","1,131.80","4,85,181","67,42,67,209.10","27,661"
"05-Jan-2024","EQ","1,400.00","1,416.00","1,396.40","1,399.95","1,405.00","1,405.50","1,405.63","1,465.85","1,099.00","4,88,819","68,70,99,785.85","28,246"
"04-Jan-2024","EQ","1,404.00","1,412.35","1,386.80","1,397.70","1,400.00","1,399.95","1,401.42","1,465.85","1,099.00","6,68,322","93,66,00,147.15","31,731"
"03-Jan-2024","EQ","1,385.00","1,421.35","1,381.30","1,380.10","1,398.00","1,397.70","1,403.38","1,465.85","1,099.00","13,32,808","1,87,04,33,944.85","48,499"
"02-Jan-2024","EQ","1,365.45","1,383.90","1,346.10","1,362.20","1,376.55","1,380.10","1,363.59","1,465.85","1,099.00","7,32,232","99,84,63,127.55","36,136"
"01-Jan-2024","EQ","1,367.95","1,377.00","1,356.00","1,367.95","1,356.00","1,362.20","1,367.19","1,465.85","1,099.00","2,40,757","32,91,59,393.50","14,996"
"29-Dec-2023","EQ","1,373.00","1,383.85","1,361.60","1,366.55","1,367.75","1,367.95","1,372.04","1,465.85","1,089.70","5,51,096","75,61,23,600.40","31,931"
"28-Dec-2023","EQ","1,368.75","1,378.50","1,363.00","1,361.55","1,367.40","1,366.55","1,369.12","1,465.85","1,089.70","6,02,887","82,54,25,756.60","31,306"
"27-Dec-2023","EQ","1,361.10","1,379.95","1,352.95","1,361.80","1,359.00","1,361.55","1,363.86","1,465.85","1,089.70","5,70,198","77,76,69,526.95","38,718"
"26-Dec-2023","EQ","1,349.00","1,364.65","1,349.00","1,351.80","1,361.60","1,361.80","1,360.42","1,465.85","1,089.70","3,76,595","51,23,25,961.40","34,142"
"22-Dec-2023","EQ","1,345.00","1,355.95","1,338.10","1,341.10","1,350.95","1,351.80","1,349.06","1,465.85","1,024.50","5,92,159","79,88,56,283.50","24,362"
"21-Dec-2023","EQ","1,331.30","1,351.75","1,312.55","1,335.60","1,340.00","1,341.10","1,336.35","1,465.85","1,024.50","6,71,157","89,68,98,205.40","35,861"
"20-Dec-2023","EQ","1,380.00","1,395.00","1,328.95","1,372.40","1,331.30","1,335.60","1,364.12","1,465.85","1,024.50","14,53,036","1,98,21,19,342.00","77,291"
"19-Dec-2023","EQ","1,346.00","1,375.00","1,332.20","1,345.85","1,372.90","1,372.40","1,360.25","1,465.85","1,024.50","8,89,643","1,21,01,34,083.50","41,415"
"18-Dec-2023","EQ","1,330.30","1,355.85","1,324.50","1,332.40","1,347.00","1,345.85","1,344.33","1,465.85","1,024.50","4,88,264","65,63,88,513.95","22,610"
"15-Dec-2023","EQ","1,335.15","1,344.95","1,327.05","1,333.65","1,328.40","1,332.40","1,334.91","1,465.85","1,024.50","5,26,573","70,29,25,502.20","24,344"
"14-Dec-2023","EQ","1,336.85","1,337.70","1,327.35","1,327.30","1,337.00","1,333.65","1,332.84","1,465.85","1,024.50","4,00,039","53,31,86,887.80","32,542"
"13-Dec-2023","EQ","1,342.10","1,342.10","1,310.50","1,341.60","1,326.10","1,327.30","1,321.19","1,465.85","1,024.50","6,43,534","85,02,29,699.20","31,942"
"12-Dec-2023","EQ","1,346.00","1,363.70","1,329.15","1,345.00","1,337.90","1,341.60","1,345.65","1,465.85","1,024.50","8,95,136","1,20,45,43,605.10","45,280"
"11-Dec-2023","EQ","1,348.00","1,348.70","1,338.30","1,343.00","1,340.30","1,345.00","1,343.57","1,465.85","1,024.50","4,95,744","66,60,68,999.35","22,802"
"08-Dec-2023","EQ","1,357.00","1,357.00","1,332.00","1,349.50","1,343.00","1,343.00","1,342.82","1,465.85","1,024.50","5,14,463","69,08,32,107.40","24,027"
"07-Dec-2023","EQ","1,330.00","1,351.15","1,315.45","1,324.45","1,349.70","1,349.50","1,340.69","1,465.85","1,024.50","6,14,481","82,38,27,874.65","38,240"
"06-Dec-2023","EQ","1,320.10","1,339.90","1,320.10","1,317.55","1,322.15","1,324.45","1,330.72","1,465.85","1,024.50","6,58,995","87,69,39,892.05","30,952"
"05-Dec-2023","EQ","1,313.85","1,321.00","1,305.00","1,313.70","1,318.00","1,317.55","1,314.84","1,465.85","1,024.50","3,89,012","51,14,87,927.20","26,928"
"04-Dec-2023","EQ","1,321.00","1,324.90","1,308.60","1,312.45","1,314.90","1,313.70","1,314.42","1,465.85","1,024.50","5,74,357","75,49,49,147.95","38,624"
"01-Dec-2023","EQ","1,315.00","1,320.00","1,306.00","1,302.65","1,311.00","1,312.45","1,312.47","1,465.85","1,024.50","4,06,906","53,40,51,399.95","34,198"
"30-Nov-2023","EQ","1,292.70","1,308.10","1,282.30","1,288.05","1,305.00","1,302.65","1,298.73","1,465.85","1,024.50","10,03,617","1,30,34,30,182.90","30,457"
"29-Nov-2023","EQ","1,293.90","1,295.15","1,284.20","1,281.25","1,290.70","1,288.05","1,289.88","1,465.85","1,024.50","5,68,761","73,36,34,359.25","30,744"
"28-Nov-2023","EQ","1,294.30","1,294.35","1,278.00","1,294.30","1,281.90","1,281.25","1,285.90","1,465.85","1,024.50","4,46,363","57,39,78,014.05","37,620"
"24-Nov-2023","EQ","1,304.95","1,305.10","1,285.70","1,301.45","1,291.10","1,294.30","1,294.85","1,465.85","1,024.50","4,71,600","61,06,49,021.20","22,808"
"23-Nov-2023","EQ","1,309.80","1,315.00","1,297.05","1,306.00","1,301.10","1,301.45","1,304.08","1,465.85","1,024.50","2,43,581","31,76,49,228.75","13,008"
"22-Nov-2023","EQ","1,304.95","1,309.60","1,298.00","1,298.90","1,305.00","1,306.00","1,305.62","1,465.85","1,024.50","5,90,510","77,09,84,349.35","25,026"
"21-Nov-2023","EQ","1,280.20","1,307.55","1,275.75","1,275.75","1,298.00","1,298.90","1,296.45","1,465.85","1,024.50","9,19,344","1,19,18,84,543.05","34,671"
"20-Nov-2023","EQ","1,284.70","1,285.00","1,273.00","1,280.75","1,277.00","1,275.75","1,277.20","1,465.85","1,024.50","3,38,939","43,28,93,841.75","19,556"
"17-Nov-2023","EQ","1,279.95","1,286.45","1,271.30","1,279.15","1,280.30","1,280.75","1,279.55","1,465.85","1,024.50","4,87,287","62,35,06,366.30","26,745"
"16-Nov-2023","EQ","1,269.00","1,282.70","1,262.05","1,262.05","1,275.05","1,279.15","1,275.46","1,465.85","1,024.50","5,98,909","76,38,82,475.80","20,301"
"15-Nov-2023","EQ","1,261.00","1,270.00","1,253.70","1,250.70","1,267.05","1,262.05","1,263.08","1,465.85","1,024.50","5,53,895","69,96,11,967.15","30,313"
"13-Nov-2023","EQ","1,262.00","1,263.60","1,244.00","1,263.30","1,252.50","1,250.70","1,252.53","1,465.85","1,024.50","4,72,505","59,18,28,950.40","18,771"
"12-Nov-2023","EQ","1,265.05","1,267.95","1,256.40","1,257.40","1,264.40","1,263.30","1,263.54","1,465.85","1,024.50","53,621","6,77,52,413.40","3,523"
"10-Nov-2023","EQ","1,255.00","1,262.00","1,244.30","1,253.15","1,256.65","1,257.40","1,255.21","1,465.85","1,024.50","3,72,182","46,71,67,390.70","19,814"
"09-Nov-2023","EQ","1,259.85","1,260.25","1,247.00","1,252.05","1,256.00","1,253.15","1,253.09","1,465.85","1,024.50","4,12,408","51,67,85,731.00","19,590"
"08-Nov-2023","EQ","1,257.95","1,263.15","1,249.15","1,253.00","1,255.25","1,252.05","1,255.08","1,465.85","1,024.50","9,68,745","1,21,58,56,763.60","33,711"
"07-Nov-2023","EQ","1,265.00","1,265.00","1,245.05","1,262.50","1,255.00","1,253.00","1,252.73","1,465.85","1,024.50","5,78,997","72,53,29,409.30","26,151"